,time,Latitude,Longitude,signature_label,icao24,trip_number
0,1645482882,39.57270812988281,-84.526659094769,0,adc0fb,3
1,1645482883,39.5723876953125,-84.52725617781931,0,adc0fb,3
2,1645482884,39.572241831634,-84.52752685546875,0,adc0fb,3
3,1645482885,39.572113037109375,-84.5277338442595,0,adc0fb,3
4,1645482886,39.572113037109375,-84.5277338442595,0,adc0fb,3
5,1645482887,39.572113037109375,-84.5277338442595,0,adc0fb,3
6,1645482888,39.572113037109375,-84.5277338442595,0,adc0fb,3
7,1645482889,39.572113037109375,-84.5277338442595,0,adc0fb,3
8,1645482890,39.572113037109375,-84.5277338442595,0,adc0fb,3
9,1645482891,39.572113037109375,-84.5277338442595,0,adc0fb,3
10,1645482892,39.572113037109375,-84.5277338442595,0,adc0fb,3
11,1645482893,39.572113037109375,-84.5277338442595,0,adc0fb,3
12,1645482894,39.572113037109375,-84.5277338442595,0,adc0fb,3
13,1645482895,39.572113037109375,-84.5277338442595,0,adc0fb,3
14,1645482896,39.572113037109375,-84.5277338442595,0,adc0fb,3
15,1645482897,39.572113037109375,-84.5277338442595,0,adc0fb,3
16,1645482898,39.572113037109375,-84.5277338442595,0,adc0fb,3
17,1645482899,39.572113037109375,-84.5277338442595,0,adc0fb,3
18,1645482900,39.572113037109375,-84.5277338442595,0,adc0fb,3
19,1645482901,39.572113037109375,-84.5277338442595,0,adc0fb,3
20,1645482902,39.572113037109375,-84.5277338442595,0,adc0fb,3
21,1645482903,39.572113037109375,-84.5277338442595,0,adc0fb,3
22,1645482904,39.572113037109375,-84.5277338442595,0,adc0fb,3
23,1645482905,39.572113037109375,-84.5277338442595,0,adc0fb,3
24,1645482906,39.572113037109375,-84.5277338442595,0,adc0fb,3
25,1645482907,39.572113037109375,-84.5277338442595,0,adc0fb,3
26,1645482908,39.572113037109375,-84.5277338442595,0,adc0fb,3
27,1645482909,39.572113037109375,-84.5277338442595,0,adc0fb,3
28,1645482910,39.572113037109375,-84.5277338442595,0,adc0fb,3
29,1645482911,39.572113037109375,-84.5277338442595,0,adc0fb,3
30,1645482912,39.572113037109375,-84.5277338442595,0,adc0fb,3
31,1645482913,39.572113037109375,-84.5277338442595,0,adc0fb,3
32,1645482914,39.572113037109375,-84.5277338442595,0,adc0fb,3
33,1645482915,39.572113037109375,-84.5277338442595,0,adc0fb,3
34,1645482916,39.572113037109375,-84.5277338442595,0,adc0fb,3
35,1645482917,39.572113037109375,-84.5277338442595,0,adc0fb,3
36,1645482918,39.572113037109375,-84.5277338442595,0,adc0fb,3
37,1645482919,39.572113037109375,-84.5277338442595,0,adc0fb,3
38,1645482920,39.572113037109375,-84.5277338442595,0,adc0fb,3
39,1645482921,39.572113037109375,-84.5277338442595,0,adc0fb,3
40,1645482922,39.572113037109375,-84.5277338442595,0,adc0fb,3
41,1645482923,39.572113037109375,-84.5277338442595,0,adc0fb,3
42,1645482924,39.572113037109375,-84.5277338442595,0,adc0fb,3
43,1645482925,39.572113037109375,-84.5277338442595,0,adc0fb,3
44,1645482926,39.572113037109375,-84.5277338442595,0,adc0fb,3
45,1645482927,39.572113037109375,-84.5277338442595,0,adc0fb,3
46,1645482928,39.572113037109375,-84.5277338442595,0,adc0fb,3
47,1645482929,39.572113037109375,-84.5277338442595,0,adc0fb,3
48,1645482930,39.572113037109375,-84.5277338442595,0,adc0fb,3
49,1645482931,39.572113037109375,-84.5277338442595,0,adc0fb,3
50,1645482932,39.572113037109375,-84.5277338442595,0,adc0fb,3
51,1645482933,39.572113037109375,-84.5277338442595,0,adc0fb,3
52,1645482934,39.572113037109375,-84.5277338442595,0,adc0fb,3
53,1645482935,39.572113037109375,-84.5277338442595,0,adc0fb,3
54,1645482936,39.57275390625,-84.54986572265625,0,adc0fb,3
55,1645482937,39.57294011520127,-84.5501708984375,0,adc0fb,3
56,1645482938,39.57294011520127,-84.5501708984375,0,adc0fb,3
57,1645482939,39.57294011520127,-84.5501708984375,0,adc0fb,3
58,1645482940,39.57294011520127,-84.5501708984375,0,adc0fb,3
59,1645482941,39.57294011520127,-84.5501708984375,0,adc0fb,3
60,1645482942,39.57294011520127,-84.5501708984375,0,adc0fb,3
61,1645482943,39.57294011520127,-84.5501708984375,0,adc0fb,3
62,1645482944,39.57294011520127,-84.5501708984375,0,adc0fb,3
63,1645482945,39.57294011520127,-84.5501708984375,0,adc0fb,3
64,1645482946,39.57294011520127,-84.5501708984375,0,adc0fb,3
65,1645482947,39.57294011520127,-84.5501708984375,0,adc0fb,3
66,1645482948,39.57294011520127,-84.5501708984375,0,adc0fb,3
67,1645482949,39.57294011520127,-84.5501708984375,0,adc0fb,3
68,1645482950,39.57294011520127,-84.5501708984375,0,adc0fb,3
69,1645482951,39.57294011520127,-84.5501708984375,0,adc0fb,3
70,1645482952,39.57294011520127,-84.5501708984375,0,adc0fb,3
71,1645482953,39.57294011520127,-84.5501708984375,0,adc0fb,3
72,1645482954,39.57294011520127,-84.5501708984375,0,adc0fb,3
73,1645482955,39.57294011520127,-84.5501708984375,0,adc0fb,3
74,1645482956,39.57294011520127,-84.5501708984375,0,adc0fb,3
75,1645482957,39.57294011520127,-84.5501708984375,0,adc0fb,3
76,1645482958,39.57294011520127,-84.5501708984375,0,adc0fb,3
77,1645482959,39.57294011520127,-84.5501708984375,0,adc0fb,3
78,1645482960,39.57294011520127,-84.5501708984375,0,adc0fb,3
79,1645482961,39.57294011520127,-84.5501708984375,0,adc0fb,3
80,1645482962,39.57294011520127,-84.5501708984375,0,adc0fb,3
81,1645482963,39.57294011520127,-84.5501708984375,0,adc0fb,3
82,1645482964,39.57294011520127,-84.5501708984375,0,adc0fb,3
83,1645482965,39.57294011520127,-84.5501708984375,0,adc0fb,3
84,1645482966,39.57294011520127,-84.5501708984375,0,adc0fb,3
85,1645482967,39.57294011520127,-84.5501708984375,0,adc0fb,3
86,1645482968,39.57294011520127,-84.5501708984375,0,adc0fb,3
87,1645482969,39.57294011520127,-84.5501708984375,0,adc0fb,3
88,1645482970,39.57294011520127,-84.5501708984375,0,adc0fb,3
89,1645482971,39.57294011520127,-84.5501708984375,0,adc0fb,3
90,1645482972,39.57294011520127,-84.5501708984375,0,adc0fb,3
91,1645482973,39.57294011520127,-84.5501708984375,0,adc0fb,3
92,1645482974,39.57294011520127,-84.5501708984375,0,adc0fb,3
93,1645482975,39.57294011520127,-84.5501708984375,0,adc0fb,3
94,1645482976,39.57294011520127,-84.5501708984375,0,adc0fb,3
95,1645482977,39.57294011520127,-84.5501708984375,0,adc0fb,3
96,1645482978,39.57294011520127,-84.5501708984375,0,adc0fb,3
97,1645482979,39.57294011520127,-84.5501708984375,0,adc0fb,3
98,1645482980,39.57294011520127,-84.5501708984375,0,adc0fb,3
99,1645482981,39.57294011520127,-84.5501708984375,0,adc0fb,3
100,1645482982,39.57294011520127,-84.5501708984375,0,adc0fb,3
101,1645482983,39.57294011520127,-84.5501708984375,0,adc0fb,3
102,1645482984,39.57294011520127,-84.5501708984375,0,adc0fb,3
