,time,lat,lon,geoaltitude,signature
3547,1645233415,26.198063220007946,-98.71950002817005,8267.7,0
3548,1645233416,26.197036743164062,-98.72200444059553,8267.7,0
3549,1645233417,26.196759757349046,-98.72272198016827,8267.7,0
3550,1645233418,26.196154578257413,-98.72420090895434,8267.7,0
3551,1645233419,26.195316637976696,-98.72626084547778,8267.7,0
3552,1645233420,26.195316637976696,-98.72626084547778,8267.7,0
3553,1645233421,26.1943359375,-98.72874133991746,8267.7,0
3554,1645233422,26.193780414128707,-98.73006380521332,8267.7,0
3555,1645233423,26.192942473847985,-98.73217656062201,8267.7,0
3556,1645233424,26.192383846994172,-98.73360267052283,8267.7,0
3557,1645233425,26.191918324615994,-98.73481750488281,8267.7,0
3558,1645233426,26.19154590671345,-98.73571542593146,8267.7,0
3559,1645233427,26.190673828125,-98.73791388745576,8267.7,0
3560,1645233428,26.19014933957892,-98.73925429124097,8267.7,0
3561,1645233429,26.189254760742188,-98.74143780402414,8267.7,0
3562,1645233430,26.188938981395655,-98.74215932992786,8267.7,0
3563,1645233431,26.188333802304026,-98.74363825871393,8267.7,0
3564,1645233432,26.188064575195312,-98.74439167526532,8267.7,0
3565,1645233433,26.18716999635858,-98.74659611628607,8267.7,0
3566,1645233434,26.186874389648438,-98.7473455465065,8267.7,0
3567,1645233435,26.185773429224046,-98.75013498159552,8267.7,0
3568,1645233436,26.185226440429688,-98.75143950840209,8267.7,0
3569,1645233437,26.184702727754235,-98.75277592585638,8267.7,0
3570,1645233438,26.184173583984375,-98.75413426813088,8267.7,0
3571,1645233439,26.183578491210938,-98.75558529260024,8267.7,0
3572,1645233440,26.183212280273438,-98.75646627174234,8267.7,0
3573,1645233441,26.18232856362553,-98.75869164100061,8267.7,0
3574,1645233442,26.181723384533896,-98.76017056978662,8267.7,0
3575,1645233443,26.181118205442267,-98.7616494985727,8267.7,0
3576,1645233444,26.180511474609375,-98.76325499336673,8267.7,0
3577,1645233445,26.179861295021187,-98.76487145057092,8267.7,0
