,time,latitude,longitude,velocity,heading,baroaltitude,geoaltitude,signature,icao24,trip_number
427,1645640595,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,1,a007c6,3
428,1645640596,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,0,a007c6,3
429,1645640597,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,0,a007c6,3
430,1645640598,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,0,a007c6,3
431,1645640599,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,1,a007c6,3
432,1645640600,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,1,a007c6,3
433,1645640601,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,0,a007c6,3
434,1645640602,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,1,a007c6,3
435,1645640603,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,1,a007c6,3
436,1645640604,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,1,a007c6,3
437,1645640605,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,0,a007c6,3
438,1645640606,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,0,a007c6,3
439,1645640607,28.10069973185911,-81.57213996438419,48.16305943746763,66.72105080199731,388.62,441.96000000000004,0,a007c6,3
440,1645640608,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
441,1645640609,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,1,a007c6,3
442,1645640610,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
443,1645640611,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
444,1645640612,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
445,1645640613,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
446,1645640614,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,1,a007c6,3
447,1645640615,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
448,1645640616,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
449,1645640617,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
450,1645640618,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,0,a007c6,3
451,1645640619,28.13104248046875,-81.48226811335637,48.16305943746763,66.72105080199731,365.76,441.96000000000004,1,a007c6,3
452,1645640620,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
453,1645640621,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
454,1645640622,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
455,1645640623,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
456,1645640624,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
457,1645640625,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
458,1645640626,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
459,1645640627,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
460,1645640628,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
461,1645640629,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
462,1645640630,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
463,1645640631,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
464,1645640632,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
465,1645640633,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
466,1645640634,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
467,1645640635,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
468,1645640636,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
469,1645640637,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
470,1645640638,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
471,1645640639,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
472,1645640640,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,1,a007c6,3
473,1645640641,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
474,1645640642,28.13104248046875,-81.48226811335637,47.62429035372097,63.71173787509978,365.76,419.1,0,a007c6,3
475,1645640643,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
476,1645640644,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
477,1645640645,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
478,1645640646,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
479,1645640647,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
480,1645640648,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
481,1645640649,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
482,1645640650,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
483,1645640651,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
484,1645640652,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
485,1645640653,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
486,1645640654,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
487,1645640655,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
488,1645640656,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
489,1645640657,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
490,1645640658,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
491,1645640659,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
492,1645640660,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
493,1645640661,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
494,1645640662,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
495,1645640663,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
496,1645640664,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
497,1645640665,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
498,1645640666,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
499,1645640667,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
500,1645640668,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
501,1645640669,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
502,1645640670,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,1,a007c6,3
503,1645640671,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
504,1645640672,28.1378173828125,-81.46679217998799,49.69912461730375,64.23067237566129,365.76,419.1,0,a007c6,3
