,time,Latitude,Longitude,signature_label,icao24,trip_number
0,1645384743,30.662422826734637,-97.784912109375,0,a7124d,0
1,1645384744,30.66260903568591,-97.78557128906249,0,a7124d,0
2,1645384745,30.662702140161546,-97.7860107421875,0,a7124d,0
3,1645384746,30.662750244140625,-97.78623693129595,0,a7124d,0
4,1645384747,30.662887573242188,-97.78661391314341,0,a7124d,0
5,1645384748,30.662934901350635,-97.78683471679688,0,a7124d,0
6,1645384749,30.663121110301905,-97.78749389648436,0,a7124d,0
7,1645384750,30.66326076701536,-97.78793334960938,0,a7124d,0
8,1645384751,30.663307319253178,-97.7882080078125,0,a7124d,0
9,1645384752,30.663307319253178,-97.7882080078125,0,a7124d,0
10,1645384753,30.663633184917902,-97.789306640625,0,a7124d,0
11,1645384754,30.663711547851562,-97.78968362247241,0,a7124d,0
12,1645384755,30.663848876953125,-97.79016831341914,0,a7124d,0
13,1645384756,30.663959050582626,-97.79067993164062,0,a7124d,0
14,1645384757,30.664031982421875,-97.7910838407629,0,a7124d,0
15,1645384758,30.66412353515625,-97.79156853170957,0,a7124d,0
16,1645384759,30.664191811771715,-97.79210815429684,0,a7124d,0
17,1645384760,30.66423836400953,-97.79276733398439,0,a7124d,0
18,1645384761,30.664260864257812,-97.79302260454966,0,a7124d,0
19,1645384762,30.66433146848517,-97.79375610351559,0,a7124d,0
20,1645384763,30.664378020722985,-97.79392089843748,0,a7124d,0
21,1645384764,30.664424572960804,-97.79463500976561,0,a7124d,0
22,1645384765,30.66448974609375,-97.79506907743564,0,a7124d,0
23,1645384766,30.664581298828125,-97.79555376838238,0,a7124d,0
24,1645384767,30.664657334149894,-97.79606323242189,0,a7124d,0
25,1645384768,30.664764404296875,-97.7965770048254,0,a7124d,0
26,1645384769,30.664796990863348,-97.79683227539061,0,a7124d,0
27,1645384770,30.664947509765625,-97.79754638671875,0,a7124d,0
28,1645384771,30.665122856528072,-97.79804077148435,0,a7124d,0
29,1645384772,30.665176391601562,-97.79830035041363,0,a7124d,0
30,1645384773,30.66535561771716,-97.79891967773438,0,a7124d,0
31,1645384774,30.665542602539062,-97.79943129595591,0,a7124d,0
32,1645384775,30.665679931640625,-97.79991598690259,0,a7124d,0
33,1645384776,30.66582114009534,-97.80034790039059,0,a7124d,0
34,1645384777,30.666000366210938,-97.80077765969668,0,a7124d,0
35,1645384778,30.666100453522244,-97.80117187499997,0,a7124d,0
36,1645384779,30.666275024414062,-97.80169318704043,0,a7124d,0
37,1645384780,30.666472871424787,-97.80221557617188,0,a7124d,0
38,1645384781,30.666519423662603,-97.80238037109376,0,a7124d,0
39,1645384782,30.666732788085938,-97.80293184168198,0,a7124d,0
40,1645384783,30.666915893554688,-97.80357809627759,0,a7124d,0
41,1645384784,30.667098999023438,-97.80406278722427,0,a7124d,0
42,1645384785,30.66726425946769,-97.80457763671876,0,a7124d,0
43,1645384786,30.667327880859375,-97.80481675091914,0,a7124d,0
44,1645384787,30.667590125132413,-97.80556640624997,0,a7124d,0
45,1645384788,30.667776334083683,-97.80606079101562,0,a7124d,0
46,1645384789,30.667962543034957,-97.80655517578123,0,a7124d,0
47,1645384790,30.668148751986227,-97.80704956054689,0,a7124d,0
48,1645384791,30.6683349609375,-97.80754394531249,0,a7124d,0
49,1645384792,30.66847461765095,-97.8079833984375,0,a7124d,0
50,1645384793,30.668563842773438,-97.80820958754595,0,a7124d,0
51,1645384794,30.668847035553494,-97.80908203125,0,a7124d,0
52,1645384795,30.6690673828125,-97.80960980583643,0,a7124d,0
53,1645384796,30.669113159179688,-97.80982522403491,0,a7124d,0
54,1645384797,30.66935911016949,-97.81045532226562,0,a7124d,0
55,1645384798,30.669498766882942,-97.81072998046875,0,a7124d,0
56,1645384799,30.669498766882942,-97.81072998046875,0,a7124d,0
57,1645384800,30.669498766882942,-97.81072998046875,0,a7124d,0
58,1645384801,30.669498766882942,-97.81072998046875,0,a7124d,0
59,1645384802,30.67019705045021,-97.8128723144531,0,a7124d,0
60,1645384803,30.67034912109375,-97.81359504250918,0,a7124d,0
61,1645384804,30.670394897460938,-97.81375660615811,0,a7124d,0
