,time,latitude,longitude,velocity,heading,baroaltitude,geoaltitude,signature_label,icao24,trip_number
1042,1645544752,28.026031494140625,-81.78856482872595,52.2407686740005,237.87500155961246,548.64,624.84,0,a007c6,0
1043,1645544753,28.026031494140625,-81.78856482872595,52.2407686740005,237.87500155961246,548.64,624.84,0,a007c6,0
1044,1645544754,28.024337768554688,-81.79226215069112,52.2407686740005,237.87500155961246,556.26,624.84,0,a007c6,0
1045,1645544755,28.024063110351562,-81.79289597731366,51.34656260600929,245.74608027568337,556.26,632.46,0,a007c6,0
1046,1645544756,28.02392578125,-81.7932657095102,51.34656260600929,245.74608027568337,556.26,632.46,0,a007c6,0
1047,1645544757,28.02392578125,-81.7932657095102,51.13738973092796,246.27160892404746,556.26,632.46,0,a007c6,0
1048,1645544758,28.02392578125,-81.7932657095102,51.13738973092796,246.27160892404746,556.26,632.46,0,a007c6,0
1049,1645544759,28.02392578125,-81.7932657095102,51.13738973092796,246.27160892404746,556.26,632.46,0,a007c6,0
1050,1645544760,28.02309715141684,-81.79531321806064,51.60875952418063,246.50143432404792,556.26,632.46,0,a007c6,0
1051,1645544761,28.02309715141684,-81.79531321806064,51.40580222040076,247.02727866917132,556.26,632.46,0,a007c6,0
1052,1645544762,28.0227247335143,-81.79628259995405,51.879834601828875,247.24902365721238,548.64,624.84,0,a007c6,0
1053,1645544763,28.022585076800848,-81.79671343635113,52.3546299763598,247.4667499209957,548.64,617.22,0,a007c6,0
1054,1645544764,28.0224609375,-81.79712148813098,52.3546299763598,247.4667499209957,548.64,617.22,0,a007c6,0
1055,1645544765,28.022323608398438,-81.79743840144232,53.11494165100589,248.4046895510323,541.02,617.22,0,a007c6,0
1056,1645544766,28.022048950195312,-81.79823068472052,52.744937553073584,249.4439547804165,548.64,617.22,0,a007c6,0
1057,1645544767,28.02191162109375,-81.7987588735727,52.566511210170454,249.96898731910224,548.64,617.22,0,a007c6,0
1058,1645544768,28.021700584282307,-81.79929845473345,52.70980269996966,251.21137801783152,548.64,624.84,0,a007c6,0
1059,1645544769,28.021591186523438,-81.79976243239179,52.546368854335576,251.74243692461025,541.02,624.84,0,a007c6,0
1060,1645544770,28.021453857421875,-81.80023780235877,52.38747716907467,252.2767633831137,548.64,624.84,0,a007c6,0
1061,1645544771,28.021453857421875,-81.80023780235877,52.2331690955376,252.81429385577522,548.64,624.84,0,a007c6,0
1062,1645544772,28.021453857421875,-81.80023780235877,52.2331690955376,252.81429385577522,548.64,624.84,0,a007c6,0
1063,1645544773,28.02100230071504,-81.80182961856616,52.38747716907467,252.2767633831137,548.64,624.84,0,a007c6,0
1064,1645544774,28.02086264400159,-81.8023681640625,52.38747716907467,252.2767633831137,548.64,624.84,0,a007c6,0
1065,1645544775,28.02086264400159,-81.8023681640625,52.38747716907467,252.2767633831137,548.64,624.84,0,a007c6,0
1066,1645544776,28.02086264400159,-81.8023681640625,52.38747716907467,252.2767633831137,548.64,624.84,0,a007c6,0
1067,1645544777,28.02086264400159,-81.8023681640625,52.38747716907467,252.2767633831137,548.64,624.84,0,a007c6,0
1068,1645544778,28.02086264400159,-81.8023681640625,51.736802095621485,250.8443875545603,548.64,624.84,0,a007c6,0
