,time,Latitude,Longitude,signature_label,icao24,trip_number
0,1645986144,29.53857421875,-98.45466613769531,0,0d02a8,2
1,1645986145,29.53921043266684,-98.45403334673716,0,0d02a8,2
2,1645986146,29.53948974609375,-98.45371539776141,0,0d02a8,2
3,1645986147,29.540374238612287,-98.45279469209561,0,0d02a8,2
4,1645986148,29.5409328654661,-98.45220229204966,0,0d02a8,2
5,1645986149,29.54150390625,-98.45165546123798,0,0d02a8,2
6,1645986150,29.54205322265625,-98.45102163461536,0,0d02a8,2
7,1645986151,29.542694091796875,-98.45044062687799,0,0d02a8,2
8,1645986152,29.543289184570312,-98.44980680025537,0,0d02a8,2
9,1645986153,29.54395876092426,-98.44907872817095,0,0d02a8,2
10,1645986154,29.54425048828125,-98.44875042255109,0,0d02a8,2
11,1645986155,29.54498291015625,-98.44801095815802,0,0d02a8,2
12,1645986156,29.545308775820974,-98.44767850988052,0,0d02a8,2
13,1645986157,29.546493530273438,-98.44642639160156,0,0d02a8,2
14,1645986158,29.54707776085805,-98.44584745519302,0,0d02a8,2
15,1645986159,29.54745017876059,-98.44541661879595,0,0d02a8,2
16,1645986160,29.548049926757812,-98.44478900615985,0,0d02a8,2
17,1645986161,29.54875364141949,-98.44407025505518,0,0d02a8,2
18,1645986162,29.549468994140625,-98.44325725848859,0,0d02a8,2
19,1645986163,29.550057104078387,-98.4426700367647,0,0d02a8,2
20,1645986164,29.550796508789062,-98.44183114858771,0,0d02a8,2
21,1645986165,29.551620483398438,-98.44098604642426,0,0d02a8,2
22,1645986166,29.552245059255824,-98.44035429113052,0,0d02a8,2
23,1645986167,29.552803686109637,-98.43976189108457,0,0d02a8,2
24,1645986168,29.5535888671875,-98.43892610990082,0,0d02a8,2
25,1645986169,29.554275512695312,-98.43818664550781,0,0d02a8,2
26,1645986170,29.555007934570312,-98.43739436222955,0,0d02a8,2
27,1645986171,29.55596923828125,-98.43633798452521,0,0d02a8,2
28,1645986172,29.55634165618379,-98.4359920726103,0,0d02a8,2
29,1645986173,29.55736580541578,-98.43491498161768,0,0d02a8,2
30,1645986174,29.55806408898305,-98.4341610179228,0,0d02a8,2
31,1645986175,29.558762372550316,-98.43340705422793,0,0d02a8,2
32,1645986176,29.559460656117583,-98.43265309053311,0,0d02a8,2
33,1645986177,29.56015893968485,-98.43184527228863,0,0d02a8,2
34,1645986178,29.560857223252118,-98.43103745404414,0,0d02a8,2
35,1645986179,29.561508954581566,-98.43022963579966,0,0d02a8,2
36,1645986180,29.562240600585938,-98.42926025390625,0,0d02a8,2
37,1645986181,29.562533103813557,-98.42882941750918,0,0d02a8,2
38,1645986182,29.56313828290519,-98.42796774471509,0,0d02a8,2
39,1645986183,29.563743461996822,-98.42699836282168,0,0d02a8,2
40,1645986184,29.56439208984375,-98.42598548302283,0,0d02a8,2
41,1645986185,29.564860715704448,-98.42505959903491,0,0d02a8,2
42,1645986186,29.565536499023438,-98.42376708984375,0,0d02a8,2
43,1645986187,29.5660400390625,-98.4227107121394,0,0d02a8,2
44,1645986188,29.566497802734375,-98.42160151554987,0,0d02a8,2
45,1645986189,29.567002118644066,-98.42037425321689,0,0d02a8,2
46,1645986190,29.567234879833155,-98.41967414407168,0,0d02a8,2
47,1645986191,29.567607297735698,-98.41854319852939,0,0d02a8,2
48,1645986192,29.567962646484375,-98.4172175480769,0,0d02a8,2
