,time,lat,lon,velocity,heading,flight_number,signature
0,1645543710,28.20320776,-81.27394732,50.22881159,237.1237382,0,0
1,1645543711,28.20320776,-81.27394732,50.22881159,237.1237382,0,0
2,1645543712,28.20320776,-81.27394732,51.20720896,247.5572466,0,0
3,1645543713,28.2026825,-81.27532372,51.20720896,247.5572466,0,0
4,1645543714,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
5,1645543715,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
6,1645543716,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
7,1645543717,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
8,1645543718,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
9,1645543719,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
10,1645543720,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
11,1645543721,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
12,1645543722,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
13,1645543723,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
14,1645543724,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
15,1645543725,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
16,1645543726,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
17,1645543727,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
18,1645543728,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
19,1645543729,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
20,1645543730,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
21,1645543731,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
22,1645543732,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
23,1645543733,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
24,1645543734,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
25,1645543735,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
26,1645543736,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
27,1645543737,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
28,1645543738,28.2026825,-81.27532372,51.49067914,248.3048905,0,0
29,1645543739,28.2026825,-81.27532372,51.30273284,254.2913622,0,0
30,1645543740,28.2026825,-81.27532372,51.30273284,254.2913622,0,0
31,1645543741,28.2026825,-81.27532372,51.30273284,254.2913622,0,0
32,1645543742,28.2026825,-81.27532372,51.30273284,254.2913622,0,0
33,1645543743,28.2026825,-81.27532372,51.30273284,254.2913622,0,0
34,1645543744,28.2026825,-81.27532372,51.30273284,254.2913622,0,0
35,1645543745,28.2026825,-81.27532372,62.87773659,254.4464552,0,1
36,1645543746,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
37,1645543747,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
38,1645543748,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
39,1645543749,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
40,1645543750,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
41,1645543751,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
42,1645543752,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
43,1645543753,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
44,1645543754,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
45,1645543755,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
46,1645543756,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
47,1645543757,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
48,1645543758,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
49,1645543759,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
50,1645543760,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
51,1645543761,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
52,1645543762,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
53,1645543763,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
54,1645543764,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
55,1645543765,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
56,1645543766,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
57,1645543767,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
58,1645543768,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
59,1645543769,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
60,1645543770,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
61,1645543771,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
62,1645543772,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
63,1645543773,28.19828796,-81.29164476,52.54636885,251.7424369,0,0
64,1645543774,28.19828796,-81.29164476,46.71253501,253.3611943,0,0
65,1645543775,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
66,1645543776,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
67,1645543777,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
68,1645543778,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
69,1645543779,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
70,1645543780,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
71,1645543781,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
72,1645543782,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
73,1645543783,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
74,1645543784,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
75,1645543785,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
76,1645543786,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
77,1645543787,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
78,1645543788,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
79,1645543789,28.19464215,-81.30545223,46.71253501,253.3611943,0,0
80,1645543790,28.19268695,-81.31250718,46.71253501,253.3611943,0,0
81,1645543791,28.19268695,-81.31250718,46.71253501,253.3611943,0,0
82,1645543792,28.19268695,-81.31250718,48.98036426,252.897271,0,0
83,1645543793,28.19268695,-81.31250718,48.98036426,252.897271,0,0
84,1645543794,28.19268695,-81.31250718,48.98036426,252.897271,0,0
85,1645543795,28.19268695,-81.31250718,48.98036426,252.897271,0,0
86,1645543796,28.19268695,-81.31250718,48.98036426,252.897271,0,0
87,1645543797,28.19268695,-81.31250718,48.98036426,252.897271,0,0
88,1645543798,28.19268695,-81.31250718,48.98036426,252.897271,0,0
89,1645543799,28.19268695,-81.31250718,48.98036426,252.897271,0,0
90,1645543800,28.19268695,-81.31250718,48.98036426,252.897271,0,0
91,1645543801,28.19268695,-81.31250718,48.98036426,252.897271,0,0
92,1645543802,28.19268695,-81.31250718,48.98036426,252.897271,0,0
93,1645543803,28.19268695,-81.31250718,48.98036426,252.897271,0,0
94,1645543804,28.19268695,-81.31250718,48.98036426,252.897271,0,0
95,1645543805,28.19268695,-81.31250718,48.98036426,252.897271,0,0
96,1645543806,28.19268695,-81.31250718,48.98036426,252.897271,0,0
97,1645543807,28.19268695,-81.31250718,48.98036426,252.897271,0,0
98,1645543808,28.19068909,-81.3216987,48.98036426,252.897271,0,0
99,1645543809,28.19068909,-81.3216987,48.98036426,252.897271,0,0
100,1645543810,28.19068909,-81.3216987,48.98036426,252.897271,0,0
101,1645543811,28.19068909,-81.3216987,48.98036426,252.897271,0,0
102,1645543812,28.19068909,-81.3216987,48.98036426,252.897271,0,0
103,1645543813,28.19068909,-81.3216987,48.98036426,252.897271,0,0
104,1645543814,28.19068909,-81.3216987,48.98036426,252.897271,0,0
105,1645543815,28.19068909,-81.3216987,48.98036426,252.897271,0,0
106,1645543816,28.19068909,-81.3216987,48.98036426,252.897271,0,0
107,1645543817,28.19068909,-81.3216987,48.98036426,252.897271,0,0
108,1645543818,28.19068909,-81.3216987,48.98036426,252.897271,0,0
109,1645543819,28.19068909,-81.3216987,48.98036426,252.897271,0,0
110,1645543820,28.19068909,-81.3216987,48.98036426,252.897271,0,0
111,1645543821,28.19068909,-81.3216987,48.98036426,252.897271,0,0
112,1645543822,28.19068909,-81.3216987,48.98036426,252.897271,0,0
113,1645543823,28.19068909,-81.3216987,48.98036426,252.897271,0,0
