,window,mean_geoaltitude
29,"Row(start=datetime.datetime(2022, 2, 18, 19, 14), end=datetime.datetime(2022, 2, 18, 19, 16))",8267.699999999983
30,"Row(start=datetime.datetime(2022, 2, 18, 19, 16), end=datetime.datetime(2022, 2, 18, 19, 18))",8267.699999999983
31,"Row(start=datetime.datetime(2022, 2, 18, 19, 18), end=datetime.datetime(2022, 2, 18, 19, 20))",7972.933000000003
32,"Row(start=datetime.datetime(2022, 2, 18, 19, 20), end=datetime.datetime(2022, 2, 18, 19, 22))",6746.240000000001
33,"Row(start=datetime.datetime(2022, 2, 18, 19, 22), end=datetime.datetime(2022, 2, 18, 19, 24))",5480.621500000002
34,"Row(start=datetime.datetime(2022, 2, 18, 19, 24), end=datetime.datetime(2022, 2, 18, 19, 26))",4411.472000000009
35,"Row(start=datetime.datetime(2022, 2, 18, 19, 26), end=datetime.datetime(2022, 2, 18, 19, 28))",4251.960000000009
36,"Row(start=datetime.datetime(2022, 2, 18, 19, 28), end=datetime.datetime(2022, 2, 18, 19, 30))",4251.960000000008
37,"Row(start=datetime.datetime(2022, 2, 27, 10, 38), end=datetime.datetime(2022, 2, 27, 10, 40))",6093.248333333333
38,"Row(start=datetime.datetime(2022, 2, 27, 10, 40), end=datetime.datetime(2022, 2, 27, 10, 42))",6710.933999999982
39,"Row(start=datetime.datetime(2022, 2, 27, 10, 42), end=datetime.datetime(2022, 2, 27, 10, 44))",7143.241999999987
40,"Row(start=datetime.datetime(2022, 2, 27, 10, 44), end=datetime.datetime(2022, 2, 27, 10, 46))",8317.29350000001
41,"Row(start=datetime.datetime(2022, 2, 27, 10, 46), end=datetime.datetime(2022, 2, 27, 10, 48))",8542.972499999983
42,"Row(start=datetime.datetime(2022, 2, 27, 10, 48), end=datetime.datetime(2022, 2, 27, 10, 50))",8663.876499999973
43,"Row(start=datetime.datetime(2022, 2, 27, 10, 50), end=datetime.datetime(2022, 2, 27, 10, 52))",8657.335999999978
44,"Row(start=datetime.datetime(2022, 2, 27, 10, 52), end=datetime.datetime(2022, 2, 27, 10, 54))",8624.950999999997
45,"Row(start=datetime.datetime(2022, 2, 27, 10, 54), end=datetime.datetime(2022, 2, 27, 10, 56))",8183.943499999999
46,"Row(start=datetime.datetime(2022, 2, 27, 10, 56), end=datetime.datetime(2022, 2, 27, 10, 58))",7320.28
47,"Row(start=datetime.datetime(2022, 2, 27, 10, 58), end=datetime.datetime(2022, 2, 27, 11, 0))",6273.3555
48,"Row(start=datetime.datetime(2022, 2, 27, 11, 0), end=datetime.datetime(2022, 2, 27, 11, 2))",5271.038135593221
49,"Row(start=datetime.datetime(2022, 2, 27, 11, 2), end=datetime.datetime(2022, 2, 27, 11, 4))",4302.696499999999
50,"Row(start=datetime.datetime(2022, 2, 27, 11, 4), end=datetime.datetime(2022, 2, 27, 11, 6))",3225.4825
51,"Row(start=datetime.datetime(2022, 2, 27, 11, 6), end=datetime.datetime(2022, 2, 27, 11, 8))",2036.2545000000002
52,"Row(start=datetime.datetime(2022, 2, 27, 11, 8), end=datetime.datetime(2022, 2, 27, 11, 10))",1211.3894999999989
53,"Row(start=datetime.datetime(2022, 2, 27, 11, 10), end=datetime.datetime(2022, 2, 27, 11, 12))",977.0110000000001
54,"Row(start=datetime.datetime(2022, 2, 27, 11, 12), end=datetime.datetime(2022, 2, 27, 11, 14))",507.6825000000004
55,"Row(start=datetime.datetime(2022, 2, 27, 11, 14), end=datetime.datetime(2022, 2, 27, 11, 16))",327.6600000000005
56,"Row(start=datetime.datetime(2022, 2, 27, 11, 16), end=datetime.datetime(2022, 2, 27, 11, 18))",327.6600000000005
57,"Row(start=datetime.datetime(2022, 2, 27, 11, 18), end=datetime.datetime(2022, 2, 27, 11, 20))",327.6599999999999
58,"Row(start=datetime.datetime(2022, 2, 27, 12, 22), end=datetime.datetime(2022, 2, 27, 12, 24))",1052.9887500000002
59,"Row(start=datetime.datetime(2022, 2, 27, 12, 24), end=datetime.datetime(2022, 2, 27, 12, 26))",3030.473999999999
60,"Row(start=datetime.datetime(2022, 2, 27, 12, 26), end=datetime.datetime(2022, 2, 27, 12, 28))",5047.297500000001
61,"Row(start=datetime.datetime(2022, 2, 27, 12, 28), end=datetime.datetime(2022, 2, 27, 12, 30))",6459.918500000002
62,"Row(start=datetime.datetime(2022, 2, 27, 12, 30), end=datetime.datetime(2022, 2, 27, 12, 32))",7748.143000000001
63,"Row(start=datetime.datetime(2022, 2, 27, 12, 32), end=datetime.datetime(2022, 2, 27, 12, 34))",8232.965500000008
64,"Row(start=datetime.datetime(2022, 2, 27, 12, 34), end=datetime.datetime(2022, 2, 27, 12, 36))",8296.00285714288
65,"Row(start=datetime.datetime(2022, 2, 27, 12, 36), end=datetime.datetime(2022, 2, 27, 12, 38))",8301.79950000002
66,"Row(start=datetime.datetime(2022, 2, 27, 12, 38), end=datetime.datetime(2022, 2, 27, 12, 40))",8307.451000000017
67,"Row(start=datetime.datetime(2022, 2, 27, 12, 40), end=datetime.datetime(2022, 2, 27, 12, 42))",8313.356500000016
68,"Row(start=datetime.datetime(2022, 2, 27, 12, 42), end=datetime.datetime(2022, 2, 27, 12, 44))",8317.230000000014
69,"Row(start=datetime.datetime(2022, 2, 27, 12, 44), end=datetime.datetime(2022, 2, 27, 12, 46))",8320.913000000013
70,"Row(start=datetime.datetime(2022, 2, 27, 12, 46), end=datetime.datetime(2022, 2, 27, 12, 48))",8323.008500000013
71,"Row(start=datetime.datetime(2022, 2, 27, 12, 48), end=datetime.datetime(2022, 2, 27, 12, 50))",8328.660000000009
72,"Row(start=datetime.datetime(2022, 2, 27, 12, 50), end=datetime.datetime(2022, 2, 27, 12, 52))",8332.152500000013
73,"Row(start=datetime.datetime(2022, 2, 27, 12, 52), end=datetime.datetime(2022, 2, 27, 12, 54))",8336.28000000002
74,"Row(start=datetime.datetime(2022, 2, 27, 12, 54), end=datetime.datetime(2022, 2, 27, 12, 56))",8339.709000000019
75,"Row(start=datetime.datetime(2022, 2, 27, 12, 56), end=datetime.datetime(2022, 2, 27, 12, 58))",8343.900000000016
76,"Row(start=datetime.datetime(2022, 2, 27, 12, 58), end=datetime.datetime(2022, 2, 27, 13, 0))",8343.900000000016
