,window,mean_geoaltitude
179,"Row(start=datetime.datetime(2022, 2, 21, 11, 32), end=datetime.datetime(2022, 2, 21, 11, 34))",1021.0164999999995
180,"Row(start=datetime.datetime(2022, 2, 21, 11, 34), end=datetime.datetime(2022, 2, 21, 11, 36))",1148.4610000000005
181,"Row(start=datetime.datetime(2022, 2, 21, 11, 36), end=datetime.datetime(2022, 2, 21, 11, 38))",1166.1775000000007
182,"Row(start=datetime.datetime(2022, 2, 21, 11, 38), end=datetime.datetime(2022, 2, 21, 11, 40))",1112.6469999999997
183,"Row(start=datetime.datetime(2022, 2, 21, 11, 40), end=datetime.datetime(2022, 2, 21, 11, 42))",1170.4955000000002
184,"Row(start=datetime.datetime(2022, 2, 21, 11, 42), end=datetime.datetime(2022, 2, 21, 11, 44))",1182.5605000000005
185,"Row(start=datetime.datetime(2022, 2, 21, 11, 44), end=datetime.datetime(2022, 2, 21, 11, 46))",1347.2795
186,"Row(start=datetime.datetime(2022, 2, 21, 11, 46), end=datetime.datetime(2022, 2, 21, 11, 48))",1717.7384999999995
187,"Row(start=datetime.datetime(2022, 2, 21, 11, 48), end=datetime.datetime(2022, 2, 21, 11, 50))",1074.4835000000005
188,"Row(start=datetime.datetime(2022, 2, 21, 11, 50), end=datetime.datetime(2022, 2, 21, 11, 52))",1124.7120000000002
189,"Row(start=datetime.datetime(2022, 2, 21, 11, 52), end=datetime.datetime(2022, 2, 21, 11, 54))",1032.1290000000004
190,"Row(start=datetime.datetime(2022, 2, 21, 11, 54), end=datetime.datetime(2022, 2, 21, 11, 56))",624.4590000000002
191,"Row(start=datetime.datetime(2022, 2, 21, 11, 56), end=datetime.datetime(2022, 2, 21, 11, 58))",875.1570000000003
192,"Row(start=datetime.datetime(2022, 2, 21, 11, 58), end=datetime.datetime(2022, 2, 21, 12, 0))",1045.845
193,"Row(start=datetime.datetime(2022, 2, 21, 12, 0), end=datetime.datetime(2022, 2, 21, 12, 2))",845.5638655462186
194,"Row(start=datetime.datetime(2022, 2, 21, 12, 2), end=datetime.datetime(2022, 2, 21, 12, 4))",723.1380000000007
195,"Row(start=datetime.datetime(2022, 2, 21, 12, 4), end=datetime.datetime(2022, 2, 21, 12, 6))",604.0754999999995
196,"Row(start=datetime.datetime(2022, 2, 21, 12, 6), end=datetime.datetime(2022, 2, 21, 12, 8))",407.4794999999998
197,"Row(start=datetime.datetime(2022, 2, 21, 12, 8), end=datetime.datetime(2022, 2, 21, 12, 10))",622.8715000000004
198,"Row(start=datetime.datetime(2022, 2, 21, 12, 10), end=datetime.datetime(2022, 2, 21, 12, 12))",583.8825
199,"Row(start=datetime.datetime(2022, 2, 21, 12, 12), end=datetime.datetime(2022, 2, 21, 12, 14))",403.352
200,"Row(start=datetime.datetime(2022, 2, 21, 12, 14), end=datetime.datetime(2022, 2, 21, 12, 16))",621.411
